,landmark
13156,166394
13157,51578
13158,112974
13159,162949
13160,161726
13161,27040
13162,174427
13163,133315
13164,175774
13165,196145
13166,111492
13167,120453
13168,57541
13169,140229
13170,144036
13171,151108
13172,49364
13173,74053
13174,136869
13175,51407
13176,162359
13177,14009
13178,33120
13179,198351
13180,65528
13181,151391
13182,91977
13183,84280
13184,177071
13185,169413
13186,107289
13187,179884
13188,32888
13189,179849
13190,24191
13191,33378
13192,166874
13193,104634
13194,164149
13195,29753
13196,175393
13197,147031
13198,1742
13199,9922
13200,84446
13201,122593
13202,39412
13203,119109
13204,108153
13205,166432
13206,40788
13207,51688
13208,104198
13209,41741
13210,109563
13211,161626
13212,137694
13213,61181
13214,60384
13215,162545
13216,44260
13217,14484
13218,1613
13219,140881
13220,51662
13221,24839
13222,149097
13223,75836
13224,51868
13225,25019
13226,17768
13227,42387
13228,198143
13229,13261
13230,100418
13231,34042
13232,73847
13233,142821
13234,86636
13235,9606
13236,155785
13237,126256
13238,172066
13239,8849
13240,44119
13241,194144
13242,59893
13243,134661
13244,158777
13245,141278
13246,179977
13247,197539
13248,36012
13249,10763
13250,149285
13251,114908
13252,29240
13253,152082
13254,96349
13255,69199
13256,143183
13257,103050
13258,131355
13259,87919
13260,6747
13261,135203
13262,62575
13263,100280
13264,73872
13265,81946
13266,69142
13267,38519
13268,94954
13269,71469
13270,148865
13271,191432
13272,202446
13273,55520
13274,193375
13275,184158
13276,45548
13277,113396
13278,135251
13279,74874
13280,195190
13281,131961
13282,149950
13283,50230
13284,18782
13285,32607
13286,200325
13287,32773
13288,43880
13289,138201
13290,55007
13291,140070
13292,6818
13293,187074
13294,138287
13295,125114
13296,95506
13297,91816
13298,62930
13299,169701
13300,74929
13301,50497
13302,99059
13303,95014
13304,57195
13305,39368
13306,36843
13307,183666
13308,198041
13309,174159
13310,16591
13311,48526
13312,28961
13313,55941
13314,72965
13315,35870
13316,76767
13317,97149
13318,29364
13319,83168
13320,53786
13321,193343
13322,37698
13323,178128
13324,176488
13325,118514
13326,96965
13327,51609
13328,119660
13329,134676
13330,141088
13331,168906
13332,27121
13333,50505
13334,71756
13335,174800
13336,80846
13337,6205
13338,170725
13339,171319
13340,95068
13341,150579
13342,12607
13343,152846
13344,188174
13345,200996
13346,49243
13347,34694
13348,197272
13349,144999
13350,110337
13351,98496
13352,51987
13353,116596
13354,119297
13355,89622
13356,161085
13357,88900
13358,106931
13359,54146
13360,161422
13361,50381
13362,188193
13363,148941
13364,184144
13365,108404
13366,165285
13367,7740
13368,186321
13369,46452
13370,76009
13371,120385
13372,153864
13373,151963
13374,90921
13375,24165
13376,139958
13377,9604
13378,128356
13379,144565
13380,186032
13381,128855
13382,159483
13383,89940
13384,195803
13385,149362
13386,66339
13387,50233
13388,41118
13389,153518
13390,81574
13391,152572
13392,49621
13393,92349
13394,136622
13395,32556
13396,129518
13397,24353
13398,149730
13399,38873
13400,23944
13401,164133
13402,201916
13403,136707
13404,57832
13405,26411
13406,165810
13407,147666
13408,131310
13409,165421
13410,187846
13411,134084
13412,117514
13413,89828
13414,96879
13415,170164
13416,183844
13417,54810
13418,88399
13419,31176
13420,95628
13421,35743
13422,139631
13423,122253
13424,104085
13425,24701
13426,71194
13427,51862
13428,1757
13429,178568
13430,127062
13431,104059
13432,23064
13433,101615
13434,139537
13435,193353
13436,104819
13437,20697
13438,179565
13439,37930
13440,27665
13441,17642
13442,118558
13443,56986
13444,46444
13445,45112
13446,118846
13447,34469
13448,132525
13449,138518
13450,155071
13451,90632
13452,68831
13453,191829
13454,86783
13455,4293
13456,77918
13457,167148
13458,185935
13459,20279
13460,177602
13461,188307
13462,135405
13463,15968
13464,47581
13465,170887
13466,71636
13467,149108
13468,18388
13469,183512
13470,100043
13471,159299
13472,194014
13473,83840
13474,190145
13475,93308
13476,178027
13477,86994
13478,86470
13479,49074
13480,202225
13481,20079
13482,193602
13483,169306
13484,31395
13485,57920
13486,178597
13487,96471
13488,194015
13489,117563
13490,116276
13491,110691
13492,163866
13493,180162
13494,126046
13495,115444
13496,78146
13497,782
13498,123159
13499,169165
13500,103557
13501,45646
13502,172658
13503,67045
13504,141978
13505,4833
13506,19737
13507,60480
13508,113455
13509,15124
13510,68172
13511,33253
13512,152860
13513,169139
13514,169289
13515,110677
13516,56463
13517,83826
13518,82985
13519,50993
13520,126411
13521,187060
13522,192692
13523,167347
13524,3498
13525,105533
13526,9424
13527,139832
13528,173668
13529,78244
13530,126908
13531,21456
13532,85142
13533,19797
13534,151695
13535,139799
13536,108357
13537,36070
13538,200523
13539,65952
13540,45334
13541,67097
13542,75592
13543,63193
13544,197429
13545,121726
13546,44476
13547,124568
13548,103155
13549,87157
13550,168538
13551,97461
13552,138421
13553,94084
13554,138056
13555,22704
13556,123926
13557,20460
13558,11854
13559,71544
13560,46188
13561,85931
13562,131265
13563,54584
13564,82579
13565,129779
13566,14307
13567,198641
13568,99965
13569,162213
13570,124740
13571,7464
13572,201114
13573,83006
13574,169556
13575,156770
13576,16997
13577,51434
13578,31273
13579,126255
13580,124102
13581,119355
13582,71058
13583,26558
13584,128057
13585,155360
13586,12440
13587,78724
13588,135891
13589,55023
13590,101165
13591,89105
13592,131680
13593,122515
13594,21127
13595,87544
13596,46839
13597,102462
13598,111533
13599,176422
13600,102683
13601,173540
13602,97672
13603,126281
13604,25226
13605,51542
13606,24822
13607,105920
13608,158080
13609,166314
13610,198208
13611,157029
13612,72761
13613,67820
13614,168963
13615,38610
13616,181056
13617,10460
13618,180988
13619,57970
13620,4156
13621,68862
13622,127297
13623,168924
13624,67496
13625,110717
13626,115032
13627,65218
13628,77711
13629,116428
13630,135763
13631,160653
13632,85260
13633,16185
13634,89320
13635,156460
13636,104141
13637,194073
13638,58629
13639,133851
13640,110658
13641,117401
13642,95831
13643,138628
13644,6551
13645,75129
13646,6804
13647,141333
13648,46257
13649,18492
13650,40704
13651,9512
13652,94677
13653,141253
13654,122662
13655,39928
13656,40306
13657,84401
13658,8944
13659,178459
13660,93245
13661,190220
13662,59732
13663,202872
13664,45328
13665,169900
13666,143151
13667,95664
13668,91156
13669,85864
13670,196412
13671,99666
13672,157757
13673,132673
13674,181623
13675,7923
13676,81412
13677,190573
13678,82573
13679,60247
13680,165178
13681,134648
13682,2654
13683,23911
13684,132570
13685,74662
13686,139589
13687,196196
13688,26169
13689,161346
13690,182098
13691,123820
13692,67954
13693,197520
13694,182324
13695,8330
13696,114028
13697,197456
13698,50579
13699,163795
13700,188741
13701,37825
13702,131538
13703,199293
13704,58055
13705,84194
13706,97012
13707,187006
13708,27197
13709,151569
13710,86808
13711,57887
13712,28385
13713,190882
13714,27390
13715,82592
13716,27357
13717,66392
13718,52664
13719,113973
13720,162246
13721,123847
13722,34877
13723,123432
13724,167103
13725,126479
13726,86502
13727,198218
13728,120364
13729,105233
13730,46340
13731,22929
13732,107973
13733,154382
13734,115884
13735,154745
13736,107098
13737,47666
13738,15063
13739,144229
13740,150393
13741,11403
13742,109494
13743,149995
13744,49842
13745,61310
13746,54274
13747,192017
13748,133003
13749,37214
13750,112125
13751,29916
13752,82683
13753,114408
13754,173259
13755,180577
13756,134149
13757,57926
13758,118290
13759,36955
13760,188739
13761,147365
13762,85999
13763,170601
13764,154583
13765,127084
13766,164903
13767,59607
13768,60140
13769,119138
13770,130388
13771,79358
13772,106697
13773,111347
13774,194198
13775,51341
13776,64189
13777,157922
13778,96825
13779,58112
13780,193745
13781,109631
13782,141596
13783,161488
13784,18711
13785,100443
13786,22152
13787,58849
13788,47406
13789,198715
13790,157546
13791,192334
13792,152896
13793,71385
13794,38251
13795,33485
13796,66114
13797,109311
13798,128200
13799,93321
13800,120954
13801,43018
13802,56402
13803,45534
13804,56293
13805,12030
13806,119446
13807,173681
13808,105274
13809,171098
13810,149151
13811,146555
13812,122840
13813,54107
13814,162887
13815,116104
13816,136488
13817,108574
13818,167917
13819,25107
13820,16566
13821,80954
13822,16711
13823,136436
13824,149565
13825,65015
13826,99543
13827,16616
13828,64946
13829,146482
13830,57134
13831,193299
13832,135573
13833,76972
13834,200395
13835,5813
13836,174141
13837,54887
13838,144693
13839,19470
13840,73086
13841,159656
13842,148741
13843,35496
13844,149696
13845,163980
13846,18396
13847,64480
13848,91761
13849,9290
13850,133843
13851,145373
13852,43862
13853,98114
13854,152691
13855,150843
13856,77907
13857,110453
13858,9035
13859,87106
13860,114282
13861,179998
13862,84890
13863,99777
13864,83723
13865,127020
13866,57303
13867,43467
13868,53617
13869,72290
13870,16726
13871,157225
13872,62408
13873,112839
13874,50663
13875,94366
13876,81222
13877,97818
13878,126183
13879,161108
13880,101524
13881,184168
13882,52419
13883,143872
13884,184407
13885,164611
13886,197372
13887,183575
13888,69212
13889,98917
13890,31320
13891,49722
13892,178699
13893,193077
13894,16788
13895,11609
13896,173511
13897,93107
13898,109278
13899,118434
13900,3410
13901,105432
13902,165121
13903,96802
13904,85127
13905,123402
13906,53201
13907,125670
13908,26841
13909,16878
13910,173542
13911,102709
13912,201327
13913,5442
13914,96852
13915,71352
13916,95672
13917,54437
13918,128336
13919,18422
13920,83131
13921,94607
13922,62079
13923,55238
13924,98322
13925,148755
13926,50423
13927,175416
13928,166392
13929,89458
13930,165500
13931,181994
13932,97665
13933,184213
13934,154093
13935,74767
13936,148227
13937,29448
13938,82853
13939,57228
13940,57503
13941,182262
13942,27428
13943,106005
13944,126116
13945,111956
13946,194947
13947,81373
13948,132001
13949,25676
13950,192628
13951,51025
13952,39067
13953,195660
13954,13717
13955,23772
13956,100265
13957,105632
13958,127206
13959,59392
13960,19111
13961,162016
13962,166818
13963,159006
13964,150419
13965,46263
13966,21427
13967,16275
13968,26877
13969,194037
13970,103862
13971,146130
13972,74183
13973,58795
13974,48818
13975,162403
13976,158075
13977,20057
13978,81922
13979,132721
13980,99188
13981,200196
13982,109034
13983,5239
13984,23928
13985,44785
13986,120844
13987,128348
13988,181974
13989,111462
13990,200270
13991,127654
13992,85054
13993,50070
13994,57825
13995,123315
13996,84807
13997,194662
13998,36219
13999,117119
14000,162952
14001,55010
14002,96612
14003,161539
14004,72755
14005,89987
14006,72978
14007,165688
14008,139149
14009,46911
14010,152868
14011,184025
14012,45830
14013,196745
14014,123689
14015,61145
14016,53808
14017,66557
14018,89808
14019,18710
14020,159247
14021,67740
14022,187178
14023,53978
14024,41217
14025,151233
14026,159447
14027,97541
14028,117512
14029,84853
14030,53399
14031,188669
14032,128784
14033,82998
14034,54588
14035,199214
14036,6996
14037,73000
14038,133880
14039,63964
14040,36161
14041,42954
14042,126373
14043,155229
14044,18254
14045,145271
14046,130744
14047,196236
14048,34305
14049,117347
14050,55196
14051,109341
14052,48524
14053,117093
14054,34352
14055,69189
14056,123239
14057,129338
14058,76733
14059,89091
14060,26500
14061,96559
14062,148121
14063,71728
14064,126186
14065,132978
14066,172622
14067,29556
14068,89608
14069,91557
14070,164198
14071,88369
14072,20122
14073,98991
14074,101706
14075,159255
14076,67507
14077,152955
14078,10699
14079,86165
14080,47175
14081,199826
14082,194135
14083,185355
14084,113336
14085,106118
14086,64523
14087,116052
14088,173576
14089,22134
14090,149420
14091,135993
14092,133920
14093,84292
14094,2208
14095,75999
14096,154952
14097,137558
14098,91210
14099,71003
14100,87478
14101,159433
14102,197413
14103,55810
14104,161545
14105,149121
14106,187926
14107,128443
14108,124353
14109,15507
14110,31484
14111,149419
14112,22664
14113,8568
14114,191547
14115,139784
14116,192231
14117,110761
14118,33328
14119,96705
14120,132312
14121,170653
14122,170656
14123,112156
14124,97921
14125,150062
14126,126229
14127,83724
14128,62986
14129,53974
14130,83351
14131,116122
14132,121769
14133,85569
14134,85252
14135,192428
14136,41460
14137,60780
14138,37039
14139,36218
14140,42832
14141,153401
14142,151768
14143,35350
14144,26659
14145,166396
14146,92371
14147,65429
14148,112290
14149,146409
14150,41026
14151,81266
14152,33966
14153,109050
14154,78186
14155,52422
14156,61552
14157,70156
14158,117783
14159,173032
14160,4865
14161,107363
14162,34866
14163,132110
14164,156554
14165,1832
14166,15709
14167,124261
14168,176653
14169,71982
14170,23939
14171,36634
14172,191243
14173,181074
14174,160826
14175,38357
14176,108844
14177,79639
14178,45451
14179,74228
14180,68322
14181,46690
14182,61813
14183,31439
14184,32726
14185,189927
14186,77395
14187,85195
14188,153503
14189,122165
14190,10241
14191,178422
14192,192317
14193,66935
14194,82889
14195,169918
14196,162056
14197,161998
14198,149724
14199,120745
14200,93336
14201,5208
14202,116699
14203,52057
14204,42788
14205,32548
14206,134454
14207,85000
14208,63631
14209,37087
14210,152786
14211,198578
14212,188549
14213,78006
14214,8837
14215,14862
14216,65433
14217,80749
14218,149348
14219,146976
14220,81188
14221,150858
14222,57381
14223,22028
14224,88101
14225,80146
14226,21739
14227,117128
14228,131846
14229,176358
14230,3299
14231,34242
14232,168971
14233,123357
14234,198516
14235,94983
14236,77736
14237,5679
14238,191783
14239,5844
14240,131945
14241,175739
14242,51265
14243,78012
14244,74826
14245,21953
14246,21018
14247,137270
14248,158345
14249,165210
14250,161603
14251,152205
14252,78051
14253,189575
14254,137674
14255,42253
14256,40606
14257,171351
14258,150056
14259,115000
14260,38236
14261,101056
14262,56371
14263,83642
14264,97180
14265,40396
14266,57415
14267,176111
14268,166279
14269,106252
14270,14010
14271,124997
14272,187370
14273,67064
14274,175799
14275,160071
14276,199676
14277,27248
14278,9301
14279,42001
14280,103152
14281,188691
14282,173908
14283,63052
14284,114999
14285,68924
14286,179394
14287,184897
14288,104676
14289,125131
14290,160882
14291,193524
14292,83136
14293,24812
14294,142536
14295,54879
14296,170847
14297,153942
14298,188330
14299,120443
14300,5873
14301,57386
14302,18923
14303,121107
14304,63316
14305,132397
14306,51946
14307,84979
14308,124545
14309,101074
14310,164849
14311,110846
14312,190527
14313,84224
14314,45894
14315,37771
14316,107939
14317,53929
14318,85446
14319,151025
14320,119890
14321,41959
14322,53903
14323,52721
14324,188437
14325,111059
14326,82626
14327,131138
14328,31405
14329,143610
14330,165461
14331,45789
14332,156916
14333,55833
14334,128666
14335,118722
14336,68858
14337,34552
14338,128675
14339,145438
14340,8749
14341,182737
14342,127424
14343,103104
14344,36332
14345,197283
14346,135886
14347,202879
14348,41587
14349,180177
14350,40273
14351,82487
14352,197140
14353,9819
14354,24034
14355,33296
14356,15481
14357,193431
14358,47533
14359,95884
14360,14388
14361,115979
14362,169297
14363,148785
14364,53327
14365,183515
14366,82823
14367,161374
14368,107718
14369,79022
14370,81419
14371,186039
14372,89656
14373,69355
14374,26317
14375,189529
14376,158744
14377,170483
14378,20225
14379,128544
14380,127629
14381,153197
14382,12287
14383,44052
14384,54615
14385,160453
14386,2734
14387,171306
14388,181107
14389,32387
14390,59012
14391,146811
14392,79938
14393,175884
14394,150179
14395,56830
14396,5140
14397,141980
14398,51000
14399,38149
14400,75246
14401,152020
14402,63099
14403,200852
14404,24950
14405,186309
14406,119034
14407,137011
14408,196932
14409,2560
14410,35886
14411,49714
14412,137307
14413,44042
14414,139657
14415,87154
14416,197572
14417,108018
14418,133348
14419,47081
14420,163207
14421,113257
14422,99264
14423,152809
14424,201874
14425,109019
14426,90023
14427,107125
14428,34225
14429,21320
14430,49410
14431,76314
14432,96152
14433,123810
14434,63734
14435,104802
